"model_id","model_name","industry","model_category","file_num","create_time","update_time"
"7098","冷暖分体空调室外机（右接管）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7097","冷暖分体空调室内柜机（左接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7096","冷暖分体空调室内柜机（右接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7095","冷暖分体空调室内挂机（轻巧型）（左接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7094","冷暖分体空调室内挂机（轻巧型）（右接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7093","冷暖分体空调室内挂机（谦者型）（左接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7092","全自动反冲洗过滤器2","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7091","全自动反冲洗过滤器1","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7090","侧壁式通风换气扇","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7089","低压空压机","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7088","低压冷干机","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7087","低压储气罐","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7086","中温辐射式加热器","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"7085","中开蜗壳式离心泵（带底座）_2","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7084","中开蜗壳式离心泵 _1","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7083","中开蜗壳式卧式离心泵_4","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7082","中开蜗壳式卧式离心泵 _3","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7081","中压空压机（无底座）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7080","中压空压机（带底座）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7079","中压空压机（小生产率）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7078","中压冷干机","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7077","中压储气罐","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7076","两面出风嵌入式（左接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7075","两面出风嵌入式（右接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7074","下机架","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7073","上端轴","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7072","上机架_2","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7071","上机架","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7070","ZK新回风表冷送风机（左接管）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7069","ZK新回风表冷送风机（右接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7068","ZK新回风表冷送风机中效送风（左接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7067","ZK新回风表冷送风机中效送风（右接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7066","ZK新回风表冷加热加湿送风机（左接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7065","ZK新回风表冷加热加湿送风机（右接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7064","ZK新回风表冷加热加湿送风机均流消声中效送风（右接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7063","ZK新回风板式过滤表冷挡水电加热风机均流消声送风（左接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7062","ZK新回风板式过滤表冷挡水电加热风机均流消声送风（右接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7061","ZK新回风板式过滤电加热风机均流消声送风（左接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7060","ZK新回风板式过滤电加热风机均流消声送风（右接管）","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7059","ZK回风回风机排风混合表冷加热加湿送风机均流中效送风（左接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7058","ZK回风回风机排风混合表冷加热加湿送风机均流中效送风（右接管）","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7057","T35-11型（管道安装）_3","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7056","T35-11型（标准型）_2","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"7055","T35-11型（壁式安装）_1","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7054","SQGZ6型散热器","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7053","SQGZ3型散热器","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7052","SQGBD扁管对流散热器","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7051","SDS(带消声器)","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7050","SDS(不带消声器)","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7049","RTC-常规型","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7048","RTC-D式","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7047","RTC-C式","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7046","RSA型","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7045","RM-S空气幕","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7044","RM-Q空气幕_2","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7043","RM-Q空气幕","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7042","RM-L-C-D、FM-L-C空气幕","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7041","RM-16L-D-AW暗装卧式机型","矿山装备","工业可视化模型","1","2026-08-18","2026-08-18"
"7040","RM-16L-D-AL暗装立式机型","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7039","RM-16L-D(FM-16L)明装机型","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7038","RM-15L-S暗装立式热水型空气幕","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7037","RM-15L-S暗装卧式热水型空气幕","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7036","RM-15L-S明装热水型空气幕","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7035","RM-15L-Q暗装立式蒸汽型空气幕","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7034","RM-15L-Q暗装卧式蒸汽型空气幕","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7033","RM-15L-Q明装蒸汽型空气幕","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7032","RLM-RLS暗装机型空气幕","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7031","RLM-RLS明装机型空气幕","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7030","QTLF N70×75铜铝复合散热器","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7029","QTLF N120×60铜铝复合散热器","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7028","QGPW型散热器","航运交通","工业可视化模型","1","2026-08-18","2026-08-18"
"7027","NWHSJ-USteelAngle-L50x32x3-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7026","NWHSJ-USteelAngle-L45x28x4-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7025","NWHSJ-USteelAngle-L45x28x3-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7024","NWHSJ-USteelAngle-L40x25x4-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7023","NWHSJ-USteelAngle-L40x25x3-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
"7022","NWHSJ-USteelAngle-L32x20x4-000AA","水利水电","工业可视化模型","1","2026-08-18","2026-08-18"
