timestamp,device_id,ied,object_reference,functional_constraint,value,unit,quality
2026-09-08T15:54:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.HydPres.mag.f,MX,1.83,MPa,good
2026-09-08T15:54:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.Flwrte.mag.f,MX,30.74,m³/s,good
2026-09-08T15:54:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.TotW.mag.f,MX,21.2,MW,good
2026-09-08T15:55:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.RotSpd.mag.f,MX,151.7,r/min,good
2026-09-08T15:55:52.460Z,2326-01,2326_IED_01,LD0/TTMP1.Tmp.mag.f,MX,58.3,°C,good
2026-09-08T15:55:52.460Z,2326-01,2326_IED_01,LD0/SVBR1.Vbr.mag.f,MX,2.03,mm/s,good
2026-09-08T15:55:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.HydPres.mag.f,MX,1.82,MPa,good
2026-09-08T15:55:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.Flwrte.mag.f,MX,30.5,m³/s,good
2026-09-08T15:55:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.TotW.mag.f,MX,21.03,MW,good
2026-09-08T15:56:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.RotSpd.mag.f,MX,151.9,r/min,good
2026-09-08T15:56:52.460Z,2326-01,2326_IED_01,LD0/TTMP1.Tmp.mag.f,MX,58.3,°C,good
2026-09-08T15:56:52.460Z,2326-01,2326_IED_01,LD0/SVBR1.Vbr.mag.f,MX,2,mm/s,good
2026-09-08T15:56:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.HydPres.mag.f,MX,1.81,MPa,good
2026-09-08T15:56:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.Flwrte.mag.f,MX,30.26,m³/s,good
2026-09-08T15:56:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.TotW.mag.f,MX,20.86,MW,good
2026-09-08T15:57:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.RotSpd.mag.f,MX,152.1,r/min,good
2026-09-08T15:57:52.460Z,2326-01,2326_IED_01,LD0/TTMP1.Tmp.mag.f,MX,58.3,°C,good
2026-09-08T15:57:52.460Z,2326-01,2326_IED_01,LD0/SVBR1.Vbr.mag.f,MX,1.98,mm/s,good
2026-09-08T15:57:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.HydPres.mag.f,MX,1.8,MPa,good
2026-09-08T15:57:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.Flwrte.mag.f,MX,30.02,m³/s,good
2026-09-08T15:57:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.TotW.mag.f,MX,20.69,MW,good
2026-09-08T15:58:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.RotSpd.mag.f,MX,152.2,r/min,good
2026-09-08T15:58:52.460Z,2326-01,2326_IED_01,LD0/TTMP1.Tmp.mag.f,MX,58.2,°C,good
2026-09-08T15:58:52.460Z,2326-01,2326_IED_01,LD0/SVBR1.Vbr.mag.f,MX,1.95,mm/s,good
2026-09-08T15:58:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.HydPres.mag.f,MX,1.78,MPa,good
2026-09-08T15:58:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.Flwrte.mag.f,MX,29.77,m³/s,good
2026-09-08T15:58:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.TotW.mag.f,MX,20.52,MW,good
2026-09-08T15:59:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.RotSpd.mag.f,MX,152.3,r/min,good
2026-09-08T15:59:52.460Z,2326-01,2326_IED_01,LD0/TTMP1.Tmp.mag.f,MX,58.1,°C,good
2026-09-08T15:59:52.460Z,2326-01,2326_IED_01,LD0/SVBR1.Vbr.mag.f,MX,1.92,mm/s,good
2026-09-08T15:59:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.HydPres.mag.f,MX,1.77,MPa,good
2026-09-08T15:59:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.Flwrte.mag.f,MX,29.52,m³/s,good
2026-09-08T15:59:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.TotW.mag.f,MX,20.36,MW,good
2026-09-08T16:00:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.RotSpd.mag.f,MX,152.4,r/min,good
2026-09-08T16:00:52.460Z,2326-01,2326_IED_01,LD0/TTMP1.Tmp.mag.f,MX,58,°C,good
2026-09-08T16:00:52.460Z,2326-01,2326_IED_01,LD0/SVBR1.Vbr.mag.f,MX,1.9,mm/s,good
2026-09-08T16:00:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.HydPres.mag.f,MX,1.76,MPa,good
2026-09-08T16:00:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.Flwrte.mag.f,MX,29.26,m³/s,good
2026-09-08T16:00:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.TotW.mag.f,MX,20.22,MW,good
2026-09-08T16:01:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.RotSpd.mag.f,MX,152.5,r/min,good
2026-09-08T16:01:52.460Z,2326-01,2326_IED_01,LD0/TTMP1.Tmp.mag.f,MX,57.9,°C,good
2026-09-08T16:01:52.460Z,2326-01,2326_IED_01,LD0/SVBR1.Vbr.mag.f,MX,1.87,mm/s,good
2026-09-08T16:01:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.HydPres.mag.f,MX,1.75,MPa,good
2026-09-08T16:01:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.Flwrte.mag.f,MX,29,m³/s,good
2026-09-08T16:01:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.TotW.mag.f,MX,20.09,MW,good
2026-09-08T16:02:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.RotSpd.mag.f,MX,152.5,r/min,good
2026-09-08T16:02:52.460Z,2326-01,2326_IED_01,LD0/TTMP1.Tmp.mag.f,MX,57.8,°C,good
2026-09-08T16:02:52.460Z,2326-01,2326_IED_01,LD0/SVBR1.Vbr.mag.f,MX,1.84,mm/s,good
2026-09-08T16:02:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.HydPres.mag.f,MX,1.73,MPa,good
2026-09-08T16:02:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.Flwrte.mag.f,MX,28.74,m³/s,good
2026-09-08T16:02:52.460Z,2326-01,2326_IED_01,LD0/MMXU1.TotW.mag.f,MX,19.99,MW,good
