timestamp,device_id,quality,load_weight,trolley_position,crane_speed,motor_temperature,vibration
2026-09-08T00:19:00.000Z,2316-FIXTURE-NORMAL,good,10,12.42,16.45,47,2.02
2026-09-08T00:20:00.000Z,2316-FIXTURE-NORMAL,good,10.65,13.17,17.08,47.3,2
2026-09-08T00:21:00.000Z,2316-FIXTURE-NORMAL,good,11.23,14,17.92,47.9,2.01
2026-09-08T00:22:00.000Z,2316-FIXTURE-NORMAL,good,11.67,14.83,18.92,48.7,2.04
2026-09-08T00:23:00.000Z,2316-FIXTURE-NORMAL,good,11.94,15.58,20,49.9,2.1
2026-09-08T00:24:00.000Z,2316-FIXTURE-NORMAL,good,11.99,16.19,21.08,51.1,2.18
2026-09-08T00:25:00.000Z,2316-FIXTURE-NORMAL,good,11.83,16.61,22.08,52.5,2.28
2026-09-08T00:26:00.000Z,2316-FIXTURE-NORMAL,good,11.47,16.79,22.92,53.9,2.38
2026-09-08T00:27:00.000Z,2316-FIXTURE-NORMAL,good,10.95,16.73,23.55,55.1,2.5
2026-09-08T00:28:00.000Z,2316-FIXTURE-NORMAL,good,10.33,16.42,23.92,56.3,2.62
2026-09-08T00:29:00.000Z,2316-FIXTURE-NORMAL,good,9.67,15.9,23.99,57.1,2.72
2026-09-08T00:30:00.000Z,2316-FIXTURE-NORMAL,good,9.05,15.21,23.77,57.7,2.82
2026-09-08T00:31:00.000Z,2316-FIXTURE-NORMAL,good,8.53,14.42,23.27,58,2.9
2026-09-08T00:32:00.000Z,2316-FIXTURE-NORMAL,good,8.17,13.58,22.52,57.9,2.96
2026-09-08T00:33:00.000Z,2316-FIXTURE-NORMAL,good,8.01,12.79,21.59,57.5,2.99
2026-09-08T00:34:00.000Z,2316-FIXTURE-NORMAL,good,8.06,12.1,20.54,56.7,3
2026-09-08T00:35:00.000Z,2316-FIXTURE-NORMAL,good,8.33,11.58,19.46,55.7,2.98
2026-09-08T00:36:00.000Z,2316-FIXTURE-NORMAL,good,8.77,11.27,18.41,54.5,2.93
2026-09-08T00:37:00.000Z,2316-FIXTURE-NORMAL,good,9.35,11.21,17.48,53.2,2.86
2026-09-08T00:38:00.000Z,2316-FIXTURE-NORMAL,good,10,11.39,16.73,51.8,2.77
2026-09-08T00:39:00.000Z,2316-FIXTURE-NORMAL,good,10.65,11.81,16.23,50.5,2.67
2026-09-08T00:40:00.000Z,2316-FIXTURE-NORMAL,good,11.23,12.42,16.01,49.3,2.56
2026-09-08T00:41:00.000Z,2316-FIXTURE-NORMAL,good,11.67,13.17,16.08,48.3,2.44
2026-09-08T00:42:00.000Z,2316-FIXTURE-NORMAL,good,11.94,14,16.45,47.5,2.33
2026-09-08T00:43:00.000Z,2316-FIXTURE-NORMAL,good,11.99,14.83,17.08,47.1,2.23
2026-09-08T00:44:00.000Z,2316-FIXTURE-NORMAL,good,11.83,15.58,17.92,47,2.14
2026-09-08T00:45:00.000Z,2316-FIXTURE-NORMAL,good,11.47,16.19,18.92,47.3,2.07
2026-09-08T00:46:00.000Z,2316-FIXTURE-NORMAL,good,10.95,16.61,20,47.9,2.02
2026-09-08T00:47:00.000Z,2316-FIXTURE-NORMAL,good,10.33,16.79,21.08,48.7,2
2026-09-08T00:48:00.000Z,2316-FIXTURE-NORMAL,good,9.67,16.73,22.08,49.9,2.01
2026-09-08T00:49:00.000Z,2316-FIXTURE-NORMAL,good,9.05,16.42,22.92,51.1,2.04
2026-09-08T00:50:00.000Z,2316-FIXTURE-NORMAL,good,8.53,15.9,23.55,52.5,2.1
2026-09-08T00:51:00.000Z,2316-FIXTURE-NORMAL,good,8.17,15.21,23.92,53.9,2.18
2026-09-08T00:52:00.000Z,2316-FIXTURE-NORMAL,good,8.01,14.42,23.99,55.1,2.28
2026-09-08T00:53:00.000Z,2316-FIXTURE-NORMAL,good,8.06,13.58,23.77,56.3,2.38
2026-09-08T00:54:00.000Z,2316-FIXTURE-NORMAL,good,8.33,12.79,23.27,57.1,2.5
2026-09-08T00:55:00.000Z,2316-FIXTURE-NORMAL,good,8.77,12.1,22.52,57.7,2.62
2026-09-08T00:56:00.000Z,2316-FIXTURE-NORMAL,good,9.35,11.58,21.59,58,2.72
2026-09-08T00:57:00.000Z,2316-FIXTURE-NORMAL,good,10,11.27,20.54,57.9,2.82
2026-09-08T00:58:00.000Z,2316-FIXTURE-NORMAL,good,10.65,11.21,19.46,57.5,2.9
2026-09-08T00:59:00.000Z,2316-FIXTURE-NORMAL,good,11.23,11.39,18.41,56.7,2.96
2026-09-08T01:00:00.000Z,2316-FIXTURE-NORMAL,good,11.67,11.81,17.48,55.7,2.99
2026-09-08T01:01:00.000Z,2316-FIXTURE-NORMAL,good,11.94,12.42,16.73,54.5,3
2026-09-08T01:02:00.000Z,2316-FIXTURE-NORMAL,good,11.99,13.17,16.23,53.2,2.98
2026-09-08T01:03:00.000Z,2316-FIXTURE-NORMAL,good,11.83,14,16.01,51.8,2.93
2026-09-08T01:04:00.000Z,2316-FIXTURE-NORMAL,good,11.47,14.83,16.08,50.5,2.86
2026-09-08T01:05:00.000Z,2316-FIXTURE-NORMAL,good,10.95,15.58,16.45,49.3,2.77
2026-09-08T01:06:00.000Z,2316-FIXTURE-NORMAL,good,10.33,16.19,17.08,48.3,2.67
2026-09-08T01:07:00.000Z,2316-FIXTURE-NORMAL,good,9.67,16.61,17.92,47.5,2.56
2026-09-08T01:08:00.000Z,2316-FIXTURE-NORMAL,good,9.05,16.79,18.92,47.1,2.44
2026-09-08T01:09:00.000Z,2316-FIXTURE-NORMAL,good,8.53,16.73,20,47,2.33
2026-09-08T01:10:00.000Z,2316-FIXTURE-NORMAL,good,8.17,16.42,21.08,47.3,2.23
2026-09-08T01:11:00.000Z,2316-FIXTURE-NORMAL,good,8.01,15.9,22.08,47.9,2.14
2026-09-08T01:12:00.000Z,2316-FIXTURE-NORMAL,good,8.06,15.21,22.92,48.7,2.07
2026-09-08T01:13:00.000Z,2316-FIXTURE-NORMAL,good,8.33,14.42,23.55,49.9,2.02
2026-09-08T01:14:00.000Z,2316-FIXTURE-NORMAL,good,8.77,13.58,23.92,51.1,2
2026-09-08T01:15:00.000Z,2316-FIXTURE-NORMAL,good,9.35,12.79,23.99,52.5,2.01
2026-09-08T01:16:00.000Z,2316-FIXTURE-NORMAL,good,10,12.1,23.77,53.9,2.04
2026-09-08T01:17:00.000Z,2316-FIXTURE-NORMAL,good,10.65,11.58,23.27,55.1,2.1
2026-09-08T01:18:00.000Z,2316-FIXTURE-NORMAL,good,11.23,11.27,22.52,56.3,2.18
2026-09-08T01:19:00.000Z,2316-FIXTURE-NORMAL,good,11.67,11.21,21.59,57.1,2.28
2026-09-08T01:20:00.000Z,2316-FIXTURE-NORMAL,good,11.94,11.39,20.54,57.7,2.38
2026-09-08T01:21:00.000Z,2316-FIXTURE-NORMAL,good,11.99,11.81,19.46,58,2.5
2026-09-08T01:22:00.000Z,2316-FIXTURE-NORMAL,good,11.83,12.42,18.41,57.9,2.62
2026-09-08T01:23:00.000Z,2316-FIXTURE-NORMAL,good,11.47,13.17,17.48,57.5,2.72
2026-09-08T01:24:00.000Z,2316-FIXTURE-NORMAL,good,10.95,14,16.73,56.7,2.82
2026-09-08T01:25:00.000Z,2316-FIXTURE-NORMAL,good,10.33,14.83,16.23,55.7,2.9
2026-09-08T01:26:00.000Z,2316-FIXTURE-NORMAL,good,9.67,15.58,16.01,54.5,2.96
2026-09-08T01:27:00.000Z,2316-FIXTURE-NORMAL,good,9.05,16.19,16.08,53.2,2.99
2026-09-08T01:28:00.000Z,2316-FIXTURE-NORMAL,good,8.53,16.61,16.45,51.8,3
2026-09-08T01:29:00.000Z,2316-FIXTURE-NORMAL,good,8.17,16.79,17.08,50.5,2.98
2026-09-08T01:30:00.000Z,2316-FIXTURE-NORMAL,good,8.01,16.73,17.92,49.3,2.93
2026-09-08T01:31:00.000Z,2316-FIXTURE-NORMAL,good,8.06,16.42,18.92,48.3,2.86
2026-09-08T01:32:00.000Z,2316-FIXTURE-NORMAL,good,8.33,15.9,20,47.5,2.77
2026-09-08T01:33:00.000Z,2316-FIXTURE-NORMAL,good,8.77,15.21,21.08,47.1,2.67
2026-09-08T01:34:00.000Z,2316-FIXTURE-NORMAL,good,9.35,14.42,22.08,47,2.56
2026-09-08T01:35:00.000Z,2316-FIXTURE-NORMAL,good,10,13.58,22.92,47.3,2.44
2026-09-08T01:36:00.000Z,2316-FIXTURE-NORMAL,good,10.65,12.79,23.55,47.9,2.33
2026-09-08T01:37:00.000Z,2316-FIXTURE-NORMAL,good,11.23,12.1,23.92,48.7,2.23
2026-09-08T01:38:00.000Z,2316-FIXTURE-NORMAL,good,11.67,11.58,23.99,49.9,2.14
2026-09-08T01:39:00.000Z,2316-FIXTURE-NORMAL,good,11.94,11.27,23.77,51.1,2.07
2026-09-08T01:40:00.000Z,2316-FIXTURE-NORMAL,good,11.99,11.21,23.27,52.5,2.02
2026-09-08T01:41:00.000Z,2316-FIXTURE-NORMAL,good,11.83,11.39,22.52,53.9,2
2026-09-08T01:42:00.000Z,2316-FIXTURE-NORMAL,good,11.47,11.81,21.59,55.1,2.01
2026-09-08T01:43:00.000Z,2316-FIXTURE-NORMAL,good,10.95,12.42,20.54,56.3,2.04
2026-09-08T01:44:00.000Z,2316-FIXTURE-NORMAL,good,10.33,13.17,19.46,57.1,2.1
2026-09-08T01:45:00.000Z,2316-FIXTURE-NORMAL,good,9.67,14,18.41,57.7,2.18
2026-09-08T01:46:00.000Z,2316-FIXTURE-NORMAL,good,9.05,14.83,17.48,58,2.28
2026-09-08T01:47:00.000Z,2316-FIXTURE-NORMAL,good,8.53,15.58,16.73,57.9,2.38
2026-09-08T01:48:00.000Z,2316-FIXTURE-NORMAL,good,8.17,16.19,16.23,57.5,2.5
2026-09-08T01:49:00.000Z,2316-FIXTURE-NORMAL,good,8.01,16.61,16.01,56.7,2.62
2026-09-08T01:50:00.000Z,2316-FIXTURE-NORMAL,good,8.06,16.79,16.08,55.7,2.72
2026-09-08T01:51:00.000Z,2316-FIXTURE-NORMAL,good,8.33,16.73,16.45,54.5,2.82
2026-09-08T01:52:00.000Z,2316-FIXTURE-NORMAL,good,8.77,16.42,17.08,53.2,2.9
2026-09-08T01:53:00.000Z,2316-FIXTURE-NORMAL,good,9.35,15.9,17.92,51.8,2.96
2026-09-08T01:54:00.000Z,2316-FIXTURE-NORMAL,good,10,15.21,18.92,50.5,2.99
2026-09-08T01:55:00.000Z,2316-FIXTURE-NORMAL,good,10.65,14.42,20,49.3,3
2026-09-08T01:56:00.000Z,2316-FIXTURE-NORMAL,good,11.23,13.58,21.08,48.3,2.98
2026-09-08T01:57:00.000Z,2316-FIXTURE-NORMAL,good,11.67,12.79,22.08,47.5,2.93
2026-09-08T01:58:00.000Z,2316-FIXTURE-NORMAL,good,11.94,12.1,22.92,47.1,2.86
2026-09-08T01:59:00.000Z,2316-FIXTURE-NORMAL,good,11.99,11.58,23.55,47,2.77
2026-09-08T02:00:00.000Z,2316-FIXTURE-NORMAL,good,11.83,11.27,23.92,47.3,2.67
2026-09-08T02:01:00.000Z,2316-FIXTURE-NORMAL,good,11.47,11.21,23.99,47.9,2.56
2026-09-08T02:02:00.000Z,2316-FIXTURE-NORMAL,good,10.95,11.39,23.77,48.7,2.44
2026-09-08T02:03:00.000Z,2316-FIXTURE-NORMAL,good,10.33,11.81,23.27,49.9,2.33
2026-09-08T02:04:00.000Z,2316-FIXTURE-NORMAL,good,9.67,12.42,22.52,51.1,2.23
2026-09-08T02:05:00.000Z,2316-FIXTURE-NORMAL,good,9.05,13.17,21.59,52.5,2.14
2026-09-08T02:06:00.000Z,2316-FIXTURE-NORMAL,good,8.53,14,20.54,53.9,2.07
2026-09-08T02:07:00.000Z,2316-FIXTURE-NORMAL,good,8.17,14.83,19.46,55.1,2.02
2026-09-08T02:08:00.000Z,2316-FIXTURE-NORMAL,good,8.01,15.58,18.41,56.3,2
2026-09-08T02:09:00.000Z,2316-FIXTURE-NORMAL,good,8.06,16.19,17.48,57.1,2.01
2026-09-08T02:10:00.000Z,2316-FIXTURE-NORMAL,good,8.33,16.61,16.73,57.7,2.04
2026-09-08T02:11:00.000Z,2316-FIXTURE-NORMAL,good,8.77,16.79,16.23,58,2.1
2026-09-08T02:12:00.000Z,2316-FIXTURE-NORMAL,good,9.35,16.73,16.01,57.9,2.18
2026-09-08T02:13:00.000Z,2316-FIXTURE-NORMAL,good,10,16.42,16.08,57.5,2.28
2026-09-08T02:14:00.000Z,2316-FIXTURE-NORMAL,good,10.65,15.9,16.45,56.7,2.38
2026-09-08T02:15:00.000Z,2316-FIXTURE-NORMAL,good,11.23,15.21,17.08,55.7,2.5
2026-09-08T02:16:00.000Z,2316-FIXTURE-NORMAL,good,11.67,14.42,17.92,54.5,2.62
2026-09-08T02:17:00.000Z,2316-FIXTURE-NORMAL,good,11.94,13.58,18.92,53.2,2.72
2026-09-08T02:18:00.000Z,2316-FIXTURE-NORMAL,good,11.99,12.79,20,51.8,2.82
2026-09-08T02:19:00.000Z,2316-FIXTURE-NORMAL,good,11.83,12.1,21.08,50.5,2.9
2026-09-08T02:20:00.000Z,2316-FIXTURE-NORMAL,good,11.47,11.58,22.08,49.3,2.96
2026-09-08T02:21:00.000Z,2316-FIXTURE-NORMAL,good,10.95,11.27,22.92,48.3,2.99
2026-09-08T02:22:00.000Z,2316-FIXTURE-NORMAL,good,10.33,11.21,23.55,47.5,3
2026-09-08T02:23:00.000Z,2316-FIXTURE-NORMAL,good,9.67,11.39,23.92,47.1,2.98
2026-09-08T02:24:00.000Z,2316-FIXTURE-NORMAL,good,9.05,11.81,23.99,47,2.93
2026-09-08T02:25:00.000Z,2316-FIXTURE-NORMAL,good,8.53,12.42,23.77,47.3,2.86
2026-09-08T02:26:00.000Z,2316-FIXTURE-NORMAL,good,8.17,13.17,23.27,47.9,2.77
2026-09-08T02:27:00.000Z,2316-FIXTURE-NORMAL,good,8.01,14,22.52,48.7,2.67
2026-09-08T02:28:00.000Z,2316-FIXTURE-NORMAL,good,8.06,14.83,21.59,49.9,2.56
2026-09-08T02:29:00.000Z,2316-FIXTURE-NORMAL,good,8.33,15.58,20.54,51.1,2.44
2026-09-08T02:30:00.000Z,2316-FIXTURE-NORMAL,good,8.77,16.19,19.46,52.5,2.33
2026-09-08T02:31:00.000Z,2316-FIXTURE-NORMAL,good,9.35,16.61,18.41,53.9,2.23
2026-09-08T02:32:00.000Z,2316-FIXTURE-NORMAL,good,10,16.79,17.48,55.1,2.14
2026-09-08T02:33:00.000Z,2316-FIXTURE-NORMAL,good,10.65,16.73,16.73,56.3,2.07
2026-09-08T02:34:00.000Z,2316-FIXTURE-NORMAL,good,11.23,16.42,16.23,57.1,2.02
2026-09-08T02:35:00.000Z,2316-FIXTURE-NORMAL,good,11.67,15.9,16.01,57.7,2
2026-09-08T02:36:00.000Z,2316-FIXTURE-NORMAL,good,11.94,15.21,16.08,58,2.01
2026-09-08T02:37:00.000Z,2316-FIXTURE-NORMAL,good,11.99,14.42,16.45,57.9,2.04
2026-09-08T02:38:00.000Z,2316-FIXTURE-NORMAL,good,11.83,13.58,17.08,57.5,2.1
2026-09-08T02:39:00.000Z,2316-FIXTURE-NORMAL,good,11.47,12.79,17.92,56.7,2.18
2026-09-08T02:40:00.000Z,2316-FIXTURE-NORMAL,good,10.95,12.1,18.92,55.7,2.28
2026-09-08T02:41:00.000Z,2316-FIXTURE-NORMAL,good,10.33,11.58,20,54.5,2.38
2026-09-08T02:42:00.000Z,2316-FIXTURE-NORMAL,good,9.67,11.27,21.08,53.2,2.5
2026-09-08T02:43:00.000Z,2316-FIXTURE-NORMAL,good,9.05,11.21,22.08,51.8,2.62
2026-09-08T02:44:00.000Z,2316-FIXTURE-NORMAL,good,8.53,11.39,22.92,50.5,2.72
2026-09-08T02:45:00.000Z,2316-FIXTURE-NORMAL,good,8.17,11.81,23.55,49.3,2.82
2026-09-08T02:46:00.000Z,2316-FIXTURE-NORMAL,good,8.01,12.42,23.92,48.3,2.9
2026-09-08T02:47:00.000Z,2316-FIXTURE-NORMAL,good,8.06,13.17,23.99,47.5,2.96
2026-09-08T02:48:00.000Z,2316-FIXTURE-NORMAL,good,8.33,14,23.77,47.1,2.99
2026-09-08T02:49:00.000Z,2316-FIXTURE-NORMAL,good,8.77,14.83,23.27,47,3
2026-09-08T02:50:00.000Z,2316-FIXTURE-NORMAL,good,9.35,15.58,22.52,47.3,2.98
2026-09-08T02:51:00.000Z,2316-FIXTURE-NORMAL,good,10,16.19,21.59,47.9,2.93
2026-09-08T02:52:00.000Z,2316-FIXTURE-NORMAL,good,10.65,16.61,20.54,48.7,2.86
2026-09-08T02:53:00.000Z,2316-FIXTURE-NORMAL,good,11.23,16.79,19.46,49.9,2.77
2026-09-08T02:54:00.000Z,2316-FIXTURE-NORMAL,good,11.67,16.73,18.41,51.1,2.67
2026-09-08T02:55:00.000Z,2316-FIXTURE-NORMAL,good,11.94,16.42,17.48,52.5,2.56
2026-09-08T02:56:00.000Z,2316-FIXTURE-NORMAL,good,11.99,15.9,16.73,53.9,2.44
2026-09-08T02:57:00.000Z,2316-FIXTURE-NORMAL,good,11.83,15.21,16.23,55.1,2.33
2026-09-08T02:58:00.000Z,2316-FIXTURE-NORMAL,good,11.47,14.42,16.01,56.3,2.23
2026-09-08T02:59:00.000Z,2316-FIXTURE-NORMAL,good,10.95,13.58,16.08,57.1,2.14
2026-09-08T03:00:00.000Z,2316-FIXTURE-NORMAL,good,10.33,12.79,16.45,57.7,2.07
2026-09-08T03:01:00.000Z,2316-FIXTURE-NORMAL,good,9.67,12.1,17.08,58,2.02
2026-09-08T03:02:00.000Z,2316-FIXTURE-NORMAL,good,9.05,11.58,17.92,57.9,2
2026-09-08T03:03:00.000Z,2316-FIXTURE-NORMAL,good,8.53,11.27,18.92,57.5,2.01
2026-09-08T03:04:00.000Z,2316-FIXTURE-NORMAL,good,8.17,11.21,20,56.7,2.04
2026-09-08T03:05:00.000Z,2316-FIXTURE-NORMAL,good,8.01,11.39,21.08,55.7,2.1
2026-09-08T03:06:00.000Z,2316-FIXTURE-NORMAL,good,8.06,11.81,22.08,54.5,2.18
2026-09-08T03:07:00.000Z,2316-FIXTURE-NORMAL,good,8.33,12.42,22.92,53.2,2.28
2026-09-08T03:08:00.000Z,2316-FIXTURE-NORMAL,good,8.77,13.17,23.55,51.8,2.38
2026-09-08T03:09:00.000Z,2316-FIXTURE-NORMAL,good,9.35,14,23.92,50.5,2.5
2026-09-08T03:10:00.000Z,2316-FIXTURE-NORMAL,good,10,14.83,23.99,49.3,2.62
2026-09-08T03:11:00.000Z,2316-FIXTURE-NORMAL,good,10.65,15.58,23.77,48.3,2.72
2026-09-08T03:12:00.000Z,2316-FIXTURE-NORMAL,good,11.23,16.19,23.27,47.5,2.82
2026-09-08T03:13:00.000Z,2316-FIXTURE-NORMAL,good,11.67,16.61,22.52,47.1,2.9
2026-09-08T03:14:00.000Z,2316-FIXTURE-NORMAL,good,11.94,16.79,21.59,47,2.96
2026-09-08T03:15:00.000Z,2316-FIXTURE-NORMAL,good,11.99,16.73,20.54,47.3,2.99
2026-09-08T03:16:00.000Z,2316-FIXTURE-NORMAL,good,11.83,16.42,19.46,47.9,3
2026-09-08T03:17:00.000Z,2316-FIXTURE-NORMAL,good,11.47,15.9,18.41,48.7,2.98
2026-09-08T03:18:00.000Z,2316-FIXTURE-NORMAL,good,10.95,15.21,17.48,49.9,2.93
2026-09-08T03:19:00.000Z,2316-FIXTURE-NORMAL,good,10.33,14.42,16.73,51.1,2.86
2026-09-08T03:20:00.000Z,2316-FIXTURE-NORMAL,good,9.67,13.58,16.23,52.5,2.77
2026-09-08T03:21:00.000Z,2316-FIXTURE-NORMAL,good,9.05,12.79,16.01,53.9,2.67
2026-09-08T03:22:00.000Z,2316-FIXTURE-NORMAL,good,8.53,12.1,16.08,55.1,2.56
2026-09-08T03:23:00.000Z,2316-FIXTURE-NORMAL,good,8.17,11.58,16.45,56.3,2.44
2026-09-08T03:24:00.000Z,2316-FIXTURE-NORMAL,good,8.01,11.27,17.08,57.1,2.33
2026-09-08T03:25:00.000Z,2316-FIXTURE-NORMAL,good,8.06,11.21,17.92,57.7,2.23
2026-09-08T03:26:00.000Z,2316-FIXTURE-NORMAL,good,8.33,11.39,18.92,58,2.14
2026-09-08T03:27:00.000Z,2316-FIXTURE-NORMAL,good,8.77,11.81,20,57.9,2.07
2026-09-08T03:28:00.000Z,2316-FIXTURE-NORMAL,good,9.35,12.42,21.08,57.5,2.02
2026-09-08T03:29:00.000Z,2316-FIXTURE-NORMAL,good,10,13.17,22.08,56.7,2
2026-09-08T03:30:00.000Z,2316-FIXTURE-NORMAL,good,10.65,14,22.92,55.7,2.01
2026-09-08T03:31:00.000Z,2316-FIXTURE-NORMAL,good,11.23,14.83,23.55,54.5,2.04
2026-09-08T03:32:00.000Z,2316-FIXTURE-NORMAL,good,11.67,15.58,23.92,53.2,2.1
2026-09-08T03:33:00.000Z,2316-FIXTURE-NORMAL,good,11.94,16.19,23.99,51.8,2.18
2026-09-08T03:34:00.000Z,2316-FIXTURE-NORMAL,good,11.99,16.61,23.77,50.5,2.28
2026-09-08T03:35:00.000Z,2316-FIXTURE-NORMAL,good,11.83,16.79,23.27,49.3,2.38
2026-09-08T03:36:00.000Z,2316-FIXTURE-NORMAL,good,11.47,16.73,22.52,48.3,2.5
2026-09-08T03:37:00.000Z,2316-FIXTURE-NORMAL,good,10.95,16.42,21.59,47.5,2.62
2026-09-08T03:38:00.000Z,2316-FIXTURE-NORMAL,good,10.33,15.9,20.54,47.1,2.72
2026-09-08T03:39:00.000Z,2316-FIXTURE-NORMAL,good,9.67,15.21,19.46,47,2.82
2026-09-08T03:40:00.000Z,2316-FIXTURE-NORMAL,good,9.05,14.42,18.41,47.3,2.9
2026-09-08T03:41:00.000Z,2316-FIXTURE-NORMAL,good,8.53,13.58,17.48,47.9,2.96
2026-09-08T03:42:00.000Z,2316-FIXTURE-NORMAL,good,8.17,12.79,16.73,48.7,2.99
2026-09-08T03:43:00.000Z,2316-FIXTURE-NORMAL,good,8.01,12.1,16.23,49.9,3
2026-09-08T03:44:00.000Z,2316-FIXTURE-NORMAL,good,8.06,11.58,16.01,51.1,2.98
2026-09-08T03:45:00.000Z,2316-FIXTURE-NORMAL,good,8.33,11.27,16.08,52.5,2.93
2026-09-08T03:46:00.000Z,2316-FIXTURE-NORMAL,good,8.77,11.21,16.45,53.9,2.86
2026-09-08T03:47:00.000Z,2316-FIXTURE-NORMAL,good,9.35,11.39,17.08,55.1,2.77
2026-09-08T03:48:00.000Z,2316-FIXTURE-NORMAL,good,10,11.81,17.92,56.3,2.67
2026-09-08T03:49:00.000Z,2316-FIXTURE-NORMAL,good,10.65,12.42,18.92,57.1,2.56
2026-09-08T03:50:00.000Z,2316-FIXTURE-NORMAL,good,11.23,13.17,20,57.7,2.44
2026-09-08T03:51:00.000Z,2316-FIXTURE-NORMAL,good,11.67,14,21.08,58,2.33
2026-09-08T03:52:00.000Z,2316-FIXTURE-NORMAL,good,11.94,14.83,22.08,57.9,2.23
2026-09-08T03:53:00.000Z,2316-FIXTURE-NORMAL,good,11.99,15.58,22.92,57.5,2.14
2026-09-08T03:54:00.000Z,2316-FIXTURE-NORMAL,good,11.83,16.19,23.55,56.7,2.07
2026-09-08T03:55:00.000Z,2316-FIXTURE-NORMAL,good,11.47,16.61,23.92,55.7,2.02
2026-09-08T03:56:00.000Z,2316-FIXTURE-NORMAL,good,10.95,16.79,23.99,54.5,2
2026-09-08T03:57:00.000Z,2316-FIXTURE-NORMAL,good,10.33,16.73,23.77,53.2,2.01
2026-09-08T03:58:00.000Z,2316-FIXTURE-NORMAL,good,9.67,16.42,23.27,51.8,2.04
2026-09-08T03:59:00.000Z,2316-FIXTURE-NORMAL,good,9.05,15.9,22.52,50.5,2.1
