timestamp,device_id,quality,load_weight,trolley_position,crane_speed,motor_temperature,vibration
2026-09-08T00:40:00.000Z,2316-FIXTURE-SURGE,good,28.2,11.46,1.6,46.4,4.93
2026-09-08T00:41:00.000Z,2316-FIXTURE-SURGE,good,29.53,14.4,0.4,31.1,3.33
2026-09-08T00:42:00.000Z,2316-FIXTURE-SURGE,good,28.88,17.36,0.4,16.8,1.65
2026-09-08T00:43:00.000Z,2316-FIXTURE-SURGE,good,30.25,25.65,1.77,15.7,0.99
2026-09-08T00:44:00.000Z,2316-FIXTURE-SURGE,good,32.27,36.78,15.73,24.3,1.08
2026-09-08T00:45:00.000Z,2316-FIXTURE-SURGE,good,30.11,43.25,26.03,28.9,0.72
2026-09-08T00:46:00.000Z,2316-FIXTURE-SURGE,good,22.78,42.73,29.39,25.9,0.05
2026-09-08T00:47:00.000Z,2316-FIXTURE-SURGE,good,15.03,40.86,33.65,26.6,0.05
2026-09-08T00:48:00.000Z,2316-FIXTURE-SURGE,good,11.03,42.56,45.32,40.5,0.05
2026-09-08T00:49:00.000Z,2316-FIXTURE-SURGE,good,9.05,44.6,59.12,60.5,0.38
2026-09-08T00:50:00.000Z,2316-FIXTURE-SURGE,good,4.81,40.43,64.82,72.6,0.92
2026-09-08T00:51:00.000Z,2316-FIXTURE-SURGE,good,0.2,30.07,61.49,75.4,0.79
2026-09-08T00:52:00.000Z,2316-FIXTURE-SURGE,good,0.2,20.63,58.33,81.1,1.14
2026-09-08T00:53:00.000Z,2316-FIXTURE-SURGE,good,0.2,16.62,60.84,96.6,2.62
2026-09-08T00:54:00.000Z,2316-FIXTURE-SURGE,good,3.24,14.14,62.73,112.5,4.37
2026-09-08T00:55:00.000Z,2316-FIXTURE-SURGE,good,6.48,7.5,55.3,116,5.21
2026-09-08T00:56:00.000Z,2316-FIXTURE-SURGE,good,8.03,0.28,40.65,108.9,5.3
2026-09-08T00:57:00.000Z,2316-FIXTURE-SURGE,good,12.3,0.28,29.24,104.8,5.81
2026-09-08T00:58:00.000Z,2316-FIXTURE-SURGE,good,20.52,0.28,25.38,108.6,7.16
2026-09-08T00:59:00.000Z,2316-FIXTURE-SURGE,good,28.14,2.62,21.85,109.7,8.33
2026-09-08T01:00:00.000Z,2316-FIXTURE-SURGE,good,30.67,4.41,11.42,97.7,8.3
2026-09-08T01:01:00.000Z,2316-FIXTURE-SURGE,good,29.55,4.89,0.4,78.2,7.51
2026-09-08T01:02:00.000Z,2316-FIXTURE-SURGE,good,29.47,10.52,0.4,65.3,7.2
2026-09-08T01:03:00.000Z,2316-FIXTURE-SURGE,good,31.18,21.85,0.4,62.1,7.58
2026-09-08T01:04:00.000Z,2316-FIXTURE-SURGE,good,30.3,31.93,2.3,56.7,7.54
2026-09-08T01:05:00.000Z,2316-FIXTURE-SURGE,good,23.98,35.65,1.59,41.2,6.31
2026-09-08T01:06:00.000Z,2316-FIXTURE-SURGE,good,15.48,36.36,0.51,23.8,4.62
2026-09-08T01:07:00.000Z,2316-FIXTURE-SURGE,good,10.07,40.17,8.07,18.1,3.71
2026-09-08T01:08:00.000Z,2316-FIXTURE-SURGE,good,8.09,46.39,23.19,23.6,3.55
2026-09-08T01:09:00.000Z,2316-FIXTURE-SURGE,good,5.25,48.07,35.52,27.2,2.99
2026-09-08T01:10:00.000Z,2316-FIXTURE-SURGE,good,0.2,42.03,39.77,22.6,1.49
2026-09-08T01:11:00.000Z,2316-FIXTURE-SURGE,good,0.2,33.54,42.46,19.6,0.05
2026-09-08T01:12:00.000Z,2316-FIXTURE-SURGE,good,0.2,28.96,51.47,29.6,0.05
2026-09-08T01:13:00.000Z,2316-FIXTURE-SURGE,good,2.47,26.93,63.59,48.4,0.1
2026-09-08T01:14:00.000Z,2316-FIXTURE-SURGE,good,7.16,21.09,68.49,61.8,0.16
2026-09-08T01:15:00.000Z,2316-FIXTURE-SURGE,good,9.17,10.24,63.3,65.4,0.05
2026-09-08T01:16:00.000Z,2316-FIXTURE-SURGE,good,12.24,0.94,56.51,70.3,0.05
2026-09-08T01:17:00.000Z,2316-FIXTURE-SURGE,good,19.35,0.28,55.44,85.6,0.05
2026-09-08T01:18:00.000Z,2316-FIXTURE-SURGE,good,27.58,0.79,55.73,104.1,1.55
2026-09-08T01:19:00.000Z,2316-FIXTURE-SURGE,good,31.55,0.51,48.17,112.1,2.42
2026-09-08T01:20:00.000Z,2316-FIXTURE-SURGE,good,30.58,0.28,32.83,108.2,2.54
2026-09-08T01:21:00.000Z,2316-FIXTURE-SURGE,good,29.15,0.28,19.78,105.2,3.05
2026-09-08T01:22:00.000Z,2316-FIXTURE-SURGE,good,29.97,6.76,15.26,110.5,4.58
2026-09-08T01:23:00.000Z,2316-FIXTURE-SURGE,good,29.98,17.45,13.5,115.4,6.28
2026-09-08T01:24:00.000Z,2316-FIXTURE-SURGE,good,25.01,23.69,6.06,107.6,6.96
2026-09-08T01:25:00.000Z,2316-FIXTURE-SURGE,good,16.35,25.99,0.4,89.7,6.8
2026-09-08T01:26:00.000Z,2316-FIXTURE-SURGE,good,9.51,30.63,0.4,76,6.98
2026-09-08T01:27:00.000Z,2316-FIXTURE-SURGE,good,6.92,39.62,0.4,72.1,7.94
2026-09-08T01:28:00.000Z,2316-FIXTURE-SURGE,good,5.19,46.93,5.21,67.8,8.67
2026-09-08T01:29:00.000Z,2316-FIXTURE-SURGE,good,0.87,46.75,8.03,53,8.18
2026-09-08T01:30:00.000Z,2316-FIXTURE-SURGE,good,0.2,41.5,8.47,33.5,6.95
2026-09-08T01:31:00.000Z,2316-FIXTURE-SURGE,good,0.2,38.15,15.89,23.4,6.22
2026-09-08T01:32:00.000Z,2316-FIXTURE-SURGE,good,1.38,38.04,31.22,25.6,6.24
2026-09-08T01:33:00.000Z,2316-FIXTURE-SURGE,good,7.35,35.24,44.77,28,5.9
2026-09-08T01:34:00.000Z,2316-FIXTURE-SURGE,good,10.37,25.79,49.44,22,4.46
2026-09-08T01:35:00.000Z,2316-FIXTURE-SURGE,good,12.68,14.2,50.2,15.4,2.68
2026-09-08T01:36:00.000Z,2316-FIXTURE-SURGE,good,18.39,7.69,55.93,20.9,1.76
2026-09-08T01:37:00.000Z,2316-FIXTURE-SURGE,good,26.62,6.47,65.66,37.5,1.71
2026-09-08T01:38:00.000Z,2316-FIXTURE-SURGE,good,31.99,4.26,69.44,51.3,1.35
2026-09-08T01:39:00.000Z,2316-FIXTURE-SURGE,good,31.77,0.28,62.63,55.4,0.14
2026-09-08T01:40:00.000Z,2316-FIXTURE-SURGE,good,29.34,0.28,52.57,59.1,0.05
2026-09-08T01:41:00.000Z,2316-FIXTURE-SURGE,good,28.88,0.28,48.08,73.2,0.05
2026-09-08T01:42:00.000Z,2316-FIXTURE-SURGE,good,29.21,4.77,46.95,93.5,0.05
2026-09-08T01:43:00.000Z,2316-FIXTURE-SURGE,good,25.69,11.23,39.83,105.4,0.5
2026-09-08T01:44:00.000Z,2316-FIXTURE-SURGE,good,17.49,13.55,24.75,104.9,0.26
2026-09-08T01:45:00.000Z,2316-FIXTURE-SURGE,good,9.44,17.13,10.93,103.1,0.33
2026-09-08T01:46:00.000Z,2316-FIXTURE-SURGE,good,5.74,26.38,6.21,109.7,1.55
2026-09-08T01:47:00.000Z,2316-FIXTURE-SURGE,good,4.63,37.4,6.5,118.1,3.3
2026-09-08T01:48:00.000Z,2316-FIXTURE-SURGE,good,1.74,42.84,2.59,114.9,4.33
2026-09-08T01:49:00.000Z,2316-FIXTURE-SURGE,good,0.2,41.89,0.4,99.8,4.5
2026-09-08T01:50:00.000Z,2316-FIXTURE-SURGE,good,0.2,40.82,0.4,86,4.96
2026-09-08T01:51:00.000Z,2316-FIXTURE-SURGE,good,0.2,43.37,0.4,81.8,6.33
2026-09-08T01:52:00.000Z,2316-FIXTURE-SURGE,good,7.04,45.08,10.11,78.9,7.78
2026-09-08T01:53:00.000Z,2316-FIXTURE-SURGE,good,11.4,39.87,16.17,65.7,8.13
2026-09-08T01:54:00.000Z,2316-FIXTURE-SURGE,good,13.55,29.29,17.92,45,7.57
2026-09-08T01:55:00.000Z,2316-FIXTURE-SURGE,good,17.82,20.77,24.61,31.4,7.32
2026-09-08T01:56:00.000Z,2316-FIXTURE-SURGE,good,25.45,17.47,39.19,30.3,7.82
2026-09-08T01:57:00.000Z,2316-FIXTURE-SURGE,good,31.93,14.45,53.07,31.4,8.11
2026-09-08T01:58:00.000Z,2316-FIXTURE-SURGE,good,32.91,6.82,57.72,24.3,7.2
2026-09-08T01:59:00.000Z,2316-FIXTURE-SURGE,good,30.01,0.28,56.32,14.3,5.6
2026-09-08T02:00:00.000Z,2316-FIXTURE-SURGE,good,28.1,0.28,58.35,15,4.59
2026-09-08T02:01:00.000Z,2316-FIXTURE-SURGE,good,28.12,0.28,65.14,28.5,4.4
2026-09-08T02:02:00.000Z,2316-FIXTURE-SURGE,good,25.89,2.76,67.63,41.9,3.96
2026-09-08T02:03:00.000Z,2316-FIXTURE-SURGE,good,18.68,3.63,59.55,46.2,2.52
2026-09-08T02:04:00.000Z,2316-FIXTURE-SURGE,good,9.88,4.34,46.81,48.2,0.83
2026-09-08T02:05:00.000Z,2316-FIXTURE-SURGE,good,4.78,11.01,39.29,60.4,0.13
2026-09-08T02:06:00.000Z,2316-FIXTURE-SURGE,good,3.68,22.66,37,81.1,0.37
2026-09-08T02:07:00.000Z,2316-FIXTURE-SURGE,good,2.19,31.88,30.89,96.4,0.37
2026-09-08T02:08:00.000Z,2316-FIXTURE-SURGE,good,0.2,34.82,17.04,99.1,0.05
2026-09-08T02:09:00.000Z,2316-FIXTURE-SURGE,good,0.2,35.96,3.33,98.6,0.05
2026-09-08T02:10:00.000Z,2316-FIXTURE-SURGE,good,0.2,40.79,0.4,106.1,0.05
2026-09-08T02:11:00.000Z,2316-FIXTURE-SURGE,good,6.26,47.12,1.37,117.6,0.77
2026-09-08T02:12:00.000Z,2316-FIXTURE-SURGE,good,12.08,47.84,1.27,119.3,1.67
2026-09-08T02:13:00.000Z,2316-FIXTURE-SURGE,good,14.69,41.17,0.4,107.7,1.76
2026-09-08T02:14:00.000Z,2316-FIXTURE-SURGE,good,17.75,33.32,0.4,94.7,2.08
2026-09-08T02:15:00.000Z,2316-FIXTURE-SURGE,good,24.28,29.7,2.82,90.5,3.46
2026-09-08T02:16:00.000Z,2316-FIXTURE-SURGE,good,31.37,27.55,16.62,89.3,5.27
2026-09-08T02:17:00.000Z,2316-FIXTURE-SURGE,good,33.79,20.69,25.45,78.5,6.24
2026-09-08T02:18:00.000Z,2316-FIXTURE-SURGE,good,31.04,9.41,28.19,57.9,6.26
2026-09-08T02:19:00.000Z,2316-FIXTURE-SURGE,good,27.77,0.9,33.58,41.4,6.46
2026-09-08T02:20:00.000Z,2316-FIXTURE-SURGE,good,26.92,0.28,46.49,37.1,7.5
2026-09-08T02:21:00.000Z,2316-FIXTURE-SURGE,good,25.57,1.27,59.81,37,8.56
2026-09-08T02:22:00.000Z,2316-FIXTURE-SURGE,good,19.71,0.28,64.02,29.2,8.47
2026-09-08T02:23:00.000Z,2316-FIXTURE-SURGE,good,10.75,0.28,60.38,16.3,7.46
2026-09-08T02:24:00.000Z,2316-FIXTURE-SURGE,good,4.21,0.28,58.53,12.2,6.76
2026-09-08T02:25:00.000Z,2316-FIXTURE-SURGE,good,2.51,7.61,62.06,21.8,6.84
2026-09-08T02:26:00.000Z,2316-FIXTURE-SURGE,good,2.13,17.77,63.18,34.2,6.76
2026-09-08T02:27:00.000Z,2316-FIXTURE-SURGE,good,0.2,23.01,54.32,38.2,5.56
2026-09-08T02:28:00.000Z,2316-FIXTURE-SURGE,good,0.2,25.31,39.68,38.4,3.76
2026-09-08T02:29:00.000Z,2316-FIXTURE-SURGE,good,0.2,30.95,29.69,47.8,2.64
2026-09-08T02:30:00.000Z,2316-FIXTURE-SURGE,good,5.17,40.47,26.6,67.9,2.45
2026-09-08T02:31:00.000Z,2316-FIXTURE-SURGE,good,12.28,47.07,22.05,85.6,2.11
2026-09-08T02:32:00.000Z,2316-FIXTURE-SURGE,good,15.88,45.97,10.31,91.2,0.88
2026-09-08T02:33:00.000Z,2316-FIXTURE-SURGE,good,18.2,40.95,0.4,91.9,0.05
2026-09-08T02:34:00.000Z,2316-FIXTURE-SURGE,good,23.32,38.64,0.4,99.9,0.05
2026-09-08T02:35:00.000Z,2316-FIXTURE-SURGE,good,30.42,38.85,0.4,114,0.05
2026-09-08T02:36:00.000Z,2316-FIXTURE-SURGE,good,34.24,35.19,2.23,120.5,0.25
2026-09-08T02:37:00.000Z,2316-FIXTURE-SURGE,good,32.23,24.95,0.4,113,0.05
2026-09-08T02:38:00.000Z,2316-FIXTURE-SURGE,good,27.96,13.8,0.4,101.4,0.05
2026-09-08T02:39:00.000Z,2316-FIXTURE-SURGE,good,25.82,8.32,8.97,97.6,0.6
2026-09-08T02:40:00.000Z,2316-FIXTURE-SURGE,good,24.8,7.2,24.24,98.4,2.27
2026-09-08T02:41:00.000Z,2316-FIXTURE-SURGE,good,20.39,4.02,35.19,90.6,3.42
2026-09-08T02:42:00.000Z,2316-FIXTURE-SURGE,good,11.89,0.28,38.54,71.2,3.67
2026-09-08T02:43:00.000Z,2316-FIXTURE-SURGE,good,4.14,0.28,42.14,52.8,4.04
2026-09-08T02:44:00.000Z,2316-FIXTURE-SURGE,good,1.33,0.28,52.52,45.8,5.37
2026-09-08T02:45:00.000Z,2316-FIXTURE-SURGE,good,1.58,5.39,64.47,44.7,7.02
2026-09-08T02:46:00.000Z,2316-FIXTURE-SURGE,good,0.37,10.83,67.91,36.6,7.74
2026-09-08T02:47:00.000Z,2316-FIXTURE-SURGE,good,0.2,12.71,62.11,21.5,7.43
2026-09-08T02:48:00.000Z,2316-FIXTURE-SURGE,good,0.2,17.09,56.45,12.6,7.24
2026-09-08T02:49:00.000Z,2316-FIXTURE-SURGE,good,3.97,27.19,56.6,18,7.85
2026-09-08T02:50:00.000Z,2316-FIXTURE-SURGE,good,11.96,37.88,56.42,28.6,8.44
2026-09-08T02:51:00.000Z,2316-FIXTURE-SURGE,good,16.91,42.29,47.38,32,7.91
2026-09-08T02:52:00.000Z,2316-FIXTURE-SURGE,good,19.06,41.12,31.72,30.2,6.48
2026-09-08T02:53:00.000Z,2316-FIXTURE-SURGE,good,22.75,40.96,19.98,36.3,5.41
2026-09-08T02:54:00.000Z,2316-FIXTURE-SURGE,good,29.25,44.22,16.48,54.7,5.21
2026-09-08T02:55:00.000Z,2316-FIXTURE-SURGE,good,34.18,45.39,13.95,73.7,4.92
2026-09-08T02:56:00.000Z,2316-FIXTURE-SURGE,good,33.37,39.19,5.08,81.8,3.61
2026-09-08T02:57:00.000Z,2316-FIXTURE-SURGE,good,28.63,28.62,0.4,83.4,1.81
2026-09-08T02:58:00.000Z,2316-FIXTURE-SURGE,good,25.04,21.09,0.4,91.5,0.8
2026-09-08T02:59:00.000Z,2316-FIXTURE-SURGE,good,23.71,18.32,0.4,107.4,0.81
2026-09-08T03:00:00.000Z,2316-FIXTURE-SURGE,good,20.59,14.59,5.41,118.4,0.77
2026-09-08T03:01:00.000Z,2316-FIXTURE-SURGE,good,13.08,6.04,6.91,115.3,0.05
2026-09-08T03:02:00.000Z,2316-FIXTURE-SURGE,good,4.58,0.28,7.68,105.8,0.05
2026-09-08T03:03:00.000Z,2316-FIXTURE-SURGE,good,0.37,0.28,16.58,102.7,0.05
2026-09-08T03:04:00.000Z,2316-FIXTURE-SURGE,good,0.62,0.28,32.38,105.5,0.15
2026-09-08T03:05:00.000Z,2316-FIXTURE-SURGE,good,0.82,2.71,44.69,101.3,1.03
2026-09-08T03:06:00.000Z,2316-FIXTURE-SURGE,good,0.2,2.79,48.24,84.2,1.09
2026-09-08T03:07:00.000Z,2316-FIXTURE-SURGE,good,0.2,3.94,49.63,64.9,1.19
2026-09-08T03:08:00.000Z,2316-FIXTURE-SURGE,good,2.88,11.63,56.82,55.8,2.35
2026-09-08T03:09:00.000Z,2316-FIXTURE-SURGE,good,11.19,23.39,66.7,53.7,4.18
2026-09-08T03:10:00.000Z,2316-FIXTURE-SURGE,good,17.6,31.65,69.11,45.9,5.38
2026-09-08T03:11:00.000Z,2316-FIXTURE-SURGE,good,20.2,33.96,61.4,29.4,5.58
2026-09-08T03:12:00.000Z,2316-FIXTURE-SURGE,good,22.68,35.74,52.25,16.3,5.79
2026-09-08T03:13:00.000Z,2316-FIXTURE-SURGE,good,28.07,41.53,49.14,17.1,6.87
2026-09-08T03:14:00.000Z,2316-FIXTURE-SURGE,good,33.62,47.74,47.84,25.5,8.19
2026-09-08T03:15:00.000Z,2316-FIXTURE-SURGE,good,34.25,47.43,39.25,28.1,8.51
2026-09-08T03:16:00.000Z,2316-FIXTURE-SURGE,good,29.66,40.34,23.55,24.3,7.77
2026-09-08T03:17:00.000Z,2316-FIXTURE-SURGE,good,24.71,33.28,10.86,26.6,7.12
2026-09-08T03:18:00.000Z,2316-FIXTURE-SURGE,good,22.51,30.51,7.37,42.1,7.28
2026-09-08T03:19:00.000Z,2316-FIXTURE-SURGE,good,20.28,28.02,7.19,61.4,7.46
2026-09-08T03:20:00.000Z,2316-FIXTURE-SURGE,good,14.11,20.13,1.79,71.5,6.56
2026-09-08T03:21:00.000Z,2316-FIXTURE-SURGE,good,5.45,8.63,0.4,73.9,4.84
2026-09-08T03:22:00.000Z,2316-FIXTURE-SURGE,good,0.2,1.04,0.4,81.4,3.57
2026-09-08T03:23:00.000Z,2316-FIXTURE-SURGE,good,0.2,0.41,0.4,98.3,3.26
2026-09-08T03:24:00.000Z,2316-FIXTURE-SURGE,good,0.76,1.58,10.56,113.2,2.97
2026-09-08T03:25:00.000Z,2316-FIXTURE-SURGE,good,0.2,0.28,15.19,114.6,1.77
2026-09-08T03:26:00.000Z,2316-FIXTURE-SURGE,good,0.2,0.28,16.95,107.6,0.17
2026-09-08T03:27:00.000Z,2316-FIXTURE-SURGE,good,2.09,0.28,25.07,105.4,0.05
2026-09-08T03:28:00.000Z,2316-FIXTURE-SURGE,good,10.1,8.46,40.41,110.3,0.05
2026-09-08T03:29:00.000Z,2316-FIXTURE-SURGE,good,17.8,17.9,53.26,110,0.21
2026-09-08T03:30:00.000Z,2316-FIXTURE-SURGE,good,21.4,22.23,56.6,96.1,0.05
2026-09-08T03:31:00.000Z,2316-FIXTURE-SURGE,good,23.11,24.76,55.53,77.1,0.05
2026-09-08T03:32:00.000Z,2316-FIXTURE-SURGE,good,27.11,31.44,59.04,66.3,0.05
2026-09-08T03:33:00.000Z,2316-FIXTURE-SURGE,good,32.67,41.28,66.31,63.7,1.32
2026-09-08T03:34:00.000Z,2316-FIXTURE-SURGE,good,34.7,47.02,67.56,56.6,2.53
2026-09-08T03:35:00.000Z,2316-FIXTURE-SURGE,good,30.85,45.13,58.35,39.6,2.84
2026-09-08T03:36:00.000Z,2316-FIXTURE-SURGE,good,24.9,40.55,46.24,23.1,3.1
2026-09-08T03:37:00.000Z,2316-FIXTURE-SURGE,good,21.41,39.26,40.19,19.3,4.31
2026-09-08T03:38:00.000Z,2316-FIXTURE-SURGE,good,19.51,39.58,38.05,25,6.08
2026-09-08T03:39:00.000Z,2316-FIXTURE-SURGE,good,14.8,34.96,30.56,26.7,7.13
2026-09-08T03:40:00.000Z,2316-FIXTURE-SURGE,good,6.59,24.1,15.81,20.9,7.08
2026-09-08T03:41:00.000Z,2316-FIXTURE-SURGE,good,0.2,13.58,3.01,19.2,6.96
2026-09-08T03:42:00.000Z,2316-FIXTURE-SURGE,good,0.2,9.05,0.4,31.1,7.65
2026-09-08T03:43:00.000Z,2316-FIXTURE-SURGE,good,0.2,7.82,2.26,49.6,8.53
2026-09-08T03:44:00.000Z,2316-FIXTURE-SURGE,good,0.83,3.62,0.69,61,8.4
2026-09-08T03:45:00.000Z,2316-FIXTURE-SURGE,good,0.2,0.28,0.4,63.7,7.2
2026-09-08T03:46:00.000Z,2316-FIXTURE-SURGE,good,1.76,0.28,0.4,70.2,6.14
2026-09-08T03:47:00.000Z,2316-FIXTURE-SURGE,good,8.9,0.28,3.99,87.2,5.94
2026-09-08T03:48:00.000Z,2316-FIXTURE-SURGE,good,17.48,5.87,17.3,105.1,5.82
2026-09-08T03:49:00.000Z,2316-FIXTURE-SURGE,good,22.43,10.27,24.65,111,4.72
2026-09-08T03:50:00.000Z,2316-FIXTURE-SURGE,good,23.98,11.94,27.08,106.7,2.89
2026-09-08T03:51:00.000Z,2316-FIXTURE-SURGE,good,26.54,17.23,33.79,105.5,1.62
2026-09-08T03:52:00.000Z,2316-FIXTURE-SURGE,good,31.5,28.04,47.71,112.2,1.42
2026-09-08T03:53:00.000Z,2316-FIXTURE-SURGE,good,34.65,38.19,60.25,116,1.33
2026-09-08T03:54:00.000Z,2316-FIXTURE-SURGE,good,31.99,41.6,63.04,106.2,0.43
2026-09-08T03:55:00.000Z,2316-FIXTURE-SURGE,good,25.57,40.44,59.41,88.4,0.05
2026-09-08T03:56:00.000Z,2316-FIXTURE-SURGE,good,20.63,41.28,58.99,76.7,0.05
2026-09-08T03:57:00.000Z,2316-FIXTURE-SURGE,good,18.42,45.07,63.28,73.8,0.05
2026-09-08T03:58:00.000Z,2316-FIXTURE-SURGE,good,15,45.53,63.37,68.1,0.55
2026-09-08T03:59:00.000Z,2316-FIXTURE-SURGE,good,7.78,38.41,53.21,51.4,0.56
