timestamp,device_id,unit_id,function_code,address,raw_value,data_type,byte_order,scale,offset,unit,quality
2026-09-08T15:59:22.497Z,2310-01,1,3,40003,90.1,float32,ABCD,1,0,°C,good
2026-09-08T15:59:22.497Z,2310-01,1,3,40005,3.32,float32,ABCD,1,0,mm/s,good
2026-09-08T15:59:22.497Z,2310-01,1,3,40007,20.85,float32,ABCD,1,0,MPa,good
2026-09-08T15:59:22.497Z,2310-01,1,3,40009,38,float32,ABCD,1,0,L/h,good
2026-09-08T15:59:22.497Z,2310-01,1,3,40011,226.58,float32,ABCD,1,0,kW,good
2026-09-08T15:59:52.497Z,2310-01,1,3,40001,1445.8,float32,ABCD,1,0,r/min,good
2026-09-08T15:59:52.497Z,2310-01,1,3,40003,90.1,float32,ABCD,1,0,°C,good
2026-09-08T15:59:52.497Z,2310-01,1,3,40005,3.28,float32,ABCD,1,0,mm/s,good
2026-09-08T15:59:52.497Z,2310-01,1,3,40007,20.7,float32,ABCD,1,0,MPa,good
2026-09-08T15:59:52.497Z,2310-01,1,3,40009,37.52,float32,ABCD,1,0,L/h,good
2026-09-08T15:59:52.497Z,2310-01,1,3,40011,224.53,float32,ABCD,1,0,kW,good
2026-09-08T16:00:22.497Z,2310-01,1,3,40001,1456.5,float32,ABCD,1,0,r/min,good
2026-09-08T16:00:22.497Z,2310-01,1,3,40003,90.1,float32,ABCD,1,0,°C,good
2026-09-08T16:00:22.497Z,2310-01,1,3,40005,3.25,float32,ABCD,1,0,mm/s,good
2026-09-08T16:00:22.497Z,2310-01,1,3,40007,20.56,float32,ABCD,1,0,MPa,good
2026-09-08T16:00:22.497Z,2310-01,1,3,40009,37.04,float32,ABCD,1,0,L/h,good
2026-09-08T16:00:22.497Z,2310-01,1,3,40011,222.51,float32,ABCD,1,0,kW,good
2026-09-08T16:00:52.497Z,2310-01,1,3,40001,1465.2,float32,ABCD,1,0,r/min,good
2026-09-08T16:00:52.497Z,2310-01,1,3,40003,90,float32,ABCD,1,0,°C,good
2026-09-08T16:00:52.497Z,2310-01,1,3,40005,3.21,float32,ABCD,1,0,mm/s,good
2026-09-08T16:00:52.497Z,2310-01,1,3,40007,20.41,float32,ABCD,1,0,MPa,good
2026-09-08T16:00:52.497Z,2310-01,1,3,40009,36.54,float32,ABCD,1,0,L/h,good
2026-09-08T16:00:52.497Z,2310-01,1,3,40011,220.55,float32,ABCD,1,0,kW,good
2026-09-08T16:01:22.497Z,2310-01,1,3,40001,1472.2,float32,ABCD,1,0,r/min,good
2026-09-08T16:01:22.497Z,2310-01,1,3,40003,90,float32,ABCD,1,0,°C,good
2026-09-08T16:01:22.497Z,2310-01,1,3,40005,3.17,float32,ABCD,1,0,mm/s,good
2026-09-08T16:01:22.497Z,2310-01,1,3,40007,20.26,float32,ABCD,1,0,MPa,good
2026-09-08T16:01:22.497Z,2310-01,1,3,40009,36.04,float32,ABCD,1,0,L/h,good
2026-09-08T16:01:22.497Z,2310-01,1,3,40011,218.68,float32,ABCD,1,0,kW,good
2026-09-08T16:01:52.497Z,2310-01,1,3,40001,1477.9,float32,ABCD,1,0,r/min,good
2026-09-08T16:01:52.497Z,2310-01,1,3,40003,89.9,float32,ABCD,1,0,°C,good
2026-09-08T16:01:52.497Z,2310-01,1,3,40005,3.13,float32,ABCD,1,0,mm/s,good
2026-09-08T16:01:52.497Z,2310-01,1,3,40007,20.11,float32,ABCD,1,0,MPa,good
2026-09-08T16:01:52.497Z,2310-01,1,3,40009,35.53,float32,ABCD,1,0,L/h,good
2026-09-08T16:01:52.497Z,2310-01,1,3,40011,216.96,float32,ABCD,1,0,kW,good
2026-09-08T16:02:22.497Z,2310-01,1,3,40001,1482.3,float32,ABCD,1,0,r/min,good
2026-09-08T16:02:22.497Z,2310-01,1,3,40003,89.8,float32,ABCD,1,0,°C,good
2026-09-08T16:02:22.497Z,2310-01,1,3,40005,3.09,float32,ABCD,1,0,mm/s,good
2026-09-08T16:02:22.497Z,2310-01,1,3,40007,19.94,float32,ABCD,1,0,MPa,good
2026-09-08T16:02:22.497Z,2310-01,1,3,40009,35,float32,ABCD,1,0,L/h,good
2026-09-08T16:02:22.497Z,2310-01,1,3,40011,215.45,float32,ABCD,1,0,kW,good
2026-09-08T16:02:52.497Z,2310-01,1,3,40001,1485.8,float32,ABCD,1,0,r/min,good
2026-09-08T16:02:52.497Z,2310-01,1,3,40003,89.7,float32,ABCD,1,0,°C,good
2026-09-08T16:02:52.497Z,2310-01,1,3,40005,3.05,float32,ABCD,1,0,mm/s,good
2026-09-08T16:02:52.497Z,2310-01,1,3,40007,19.77,float32,ABCD,1,0,MPa,good
2026-09-08T16:02:52.497Z,2310-01,1,3,40009,34.48,float32,ABCD,1,0,L/h,good
2026-09-08T16:02:52.497Z,2310-01,1,3,40011,214.22,float32,ABCD,1,0,kW,good
