timestamp,device_id,ied,object_reference,functional_constraint,value,unit,quality
2026-09-08T16:00:52.474Z,2328-01,2328_IED_01,LD0/MMXU1.TotW.mag.f,MX,32.52,kW,good
2026-09-08T16:01:52.474Z,2328-01,2328_IED_01,LD0/MMXU1.RotSpd.mag.f,MX,1467,r/min,good
2026-09-08T16:01:52.474Z,2328-01,2328_IED_01,LD0/TTMP1.Tmp.mag.f,MX,47.6,°C,good
2026-09-08T16:01:52.474Z,2328-01,2328_IED_01,LD0/SVBR1.Vbr.mag.f,MX,1.69,mm/s,good
2026-09-08T16:01:52.474Z,2328-01,2328_IED_01,LD0/MMXU1.Pres.mag.f,MX,0.469,MPa,good
2026-09-08T16:01:52.474Z,2328-01,2328_IED_01,LD0/MMXU1.Flwrte.mag.f,MX,81.43,m³/h,good
2026-09-08T16:01:52.474Z,2328-01,2328_IED_01,LD0/MMXU1.TotW.mag.f,MX,32.36,kW,good
2026-09-08T16:02:52.474Z,2328-01,2328_IED_01,LD0/MMXU1.RotSpd.mag.f,MX,1467.4,r/min,good
2026-09-08T16:02:52.474Z,2328-01,2328_IED_01,LD0/TTMP1.Tmp.mag.f,MX,47.5,°C,good
2026-09-08T16:02:52.474Z,2328-01,2328_IED_01,LD0/SVBR1.Vbr.mag.f,MX,1.67,mm/s,good
2026-09-08T16:02:52.474Z,2328-01,2328_IED_01,LD0/MMXU1.Pres.mag.f,MX,0.465,MPa,good
2026-09-08T16:02:52.474Z,2328-01,2328_IED_01,LD0/MMXU1.Flwrte.mag.f,MX,80.83,m³/h,good
2026-09-08T16:02:52.474Z,2328-01,2328_IED_01,LD0/MMXU1.TotW.mag.f,MX,32.23,kW,good
