timestamp,device_id,unit_id,function_code,address,raw_value,data_type,byte_order,scale,offset,unit,quality
2026-09-08T15:58:52.470Z,2328-01,1,3,40001,1465.2,float32,ABCD,1,0,r/min,good
2026-09-08T15:58:52.470Z,2328-01,1,3,40003,47.8,float32,ABCD,1,0,°C,good
2026-09-08T15:58:52.470Z,2328-01,1,3,40005,1.77,float32,ABCD,1,0,mm/s,good
2026-09-08T15:58:52.470Z,2328-01,1,3,40007,0.479,float32,ABCD,1,0,MPa,good
2026-09-08T15:58:52.470Z,2328-01,1,3,40009,83.19,float32,ABCD,1,0,m³/h,good
2026-09-08T15:58:52.470Z,2328-01,1,3,40011,32.9,float32,ABCD,1,0,kW,good
2026-09-08T15:59:52.470Z,2328-01,1,3,40001,1465.9,float32,ABCD,1,0,r/min,good
2026-09-08T15:59:52.470Z,2328-01,1,3,40003,47.7,float32,ABCD,1,0,°C,good
2026-09-08T15:59:52.470Z,2328-01,1,3,40005,1.75,float32,ABCD,1,0,mm/s,good
2026-09-08T15:59:52.470Z,2328-01,1,3,40007,0.476,float32,ABCD,1,0,MPa,good
2026-09-08T15:59:52.470Z,2328-01,1,3,40009,82.62,float32,ABCD,1,0,m³/h,good
2026-09-08T15:59:52.470Z,2328-01,1,3,40011,32.7,float32,ABCD,1,0,kW,good
2026-09-08T16:00:52.470Z,2328-01,1,3,40001,1466.5,float32,ABCD,1,0,r/min,good
2026-09-08T16:00:52.470Z,2328-01,1,3,40003,47.6,float32,ABCD,1,0,°C,good
2026-09-08T16:00:52.470Z,2328-01,1,3,40005,1.72,float32,ABCD,1,0,mm/s,good
2026-09-08T16:00:52.470Z,2328-01,1,3,40007,0.472,float32,ABCD,1,0,MPa,good
2026-09-08T16:00:52.470Z,2328-01,1,3,40009,82.03,float32,ABCD,1,0,m³/h,good
2026-09-08T16:00:52.470Z,2328-01,1,3,40011,32.52,float32,ABCD,1,0,kW,good
2026-09-08T16:01:52.470Z,2328-01,1,3,40001,1467,float32,ABCD,1,0,r/min,good
2026-09-08T16:01:52.470Z,2328-01,1,3,40003,47.6,float32,ABCD,1,0,°C,good
2026-09-08T16:01:52.470Z,2328-01,1,3,40005,1.69,float32,ABCD,1,0,mm/s,good
2026-09-08T16:01:52.470Z,2328-01,1,3,40007,0.469,float32,ABCD,1,0,MPa,good
2026-09-08T16:01:52.470Z,2328-01,1,3,40009,81.43,float32,ABCD,1,0,m³/h,good
2026-09-08T16:01:52.470Z,2328-01,1,3,40011,32.36,float32,ABCD,1,0,kW,good
2026-09-08T16:02:52.470Z,2328-01,1,3,40001,1467.4,float32,ABCD,1,0,r/min,good
2026-09-08T16:02:52.470Z,2328-01,1,3,40003,47.5,float32,ABCD,1,0,°C,good
2026-09-08T16:02:52.470Z,2328-01,1,3,40005,1.67,float32,ABCD,1,0,mm/s,good
2026-09-08T16:02:52.470Z,2328-01,1,3,40007,0.465,float32,ABCD,1,0,MPa,good
2026-09-08T16:02:52.470Z,2328-01,1,3,40009,80.83,float32,ABCD,1,0,m³/h,good
2026-09-08T16:02:52.470Z,2328-01,1,3,40011,32.23,float32,ABCD,1,0,kW,good
